basin,region,site_name,sample,depth,unique,age_group,otolith,length_um,width_um,family
Pacific,Gulf of Panama,Saboga,AT19-1-3,320,AT19-1-3-320,pre_exp,6,1479.675,1333.333,Pomacentridae
Pacific,Gulf of Panama,Saboga,AT19-1-3,320,AT19-1-3-320,pre_exp,7,NA,NA,sin identificar
Pacific,Gulf of Panama,Saboga,AT19-1-3,325,AT19-1-3-325,pre_exp,1,1560.976,1203.252,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,325,AT19-1-3-325,pre_exp,2,1110.731,968.128,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,325,AT19-1-3-325,pre_exp,3,1020.325,880.759,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,325,AT19-1-3-325,pre_exp,4,1772.358,1138.211,Engraulidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,325,AT19-1-3-325,pre_exp,5,2361.309,1390.244,Apogonidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,325,AT19-1-3-325,pre_exp,6,2357.724,953.441,Scorpaenidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,330,AT19-1-3-330,pre_exp,1,1732.833,1353.726,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,330,AT19-1-3-330,pre_exp,2,845.528,861.789,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,330,AT19-1-3-330,pre_exp,3,2203.267,1605.691,Apogonidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,330,AT19-1-3-330,pre_exp,4,2951.22,1739.837,Haemulidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,330,AT19-1-3-330,pre_exp,5,NA,NA,sin identificar
Pacific,Gulf of Panama,Saboga,AT19-1-3,335,AT19-1-3-335,pre_exp,1,1349.593,1105.691,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,335,AT19-1-3-335,pre_exp,2,804.878,837.398,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,335,AT19-1-3-335,pre_exp,3,1260.163,1081.301,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,335,AT19-1-3-335,pre_exp,4,1308.943,672.087,sin identificar
Pacific,Gulf of Panama,Saboga,AT19-1-3,335,AT19-1-3-335,pre_exp,5,1983.74,808.943,Scorpaenidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,335,AT19-1-3-335,pre_exp,6,NA,NA,sin identificar
Pacific,Gulf of Panama,Saboga,AT19-1-3,335,AT19-1-3-335,pre_exp,7,NA,NA,sin identificar
Pacific,Gulf of Panama,Saboga,AT19-1-3,340,AT19-1-3-340,pre_exp,1,1347.535,1093.458,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,340,AT19-1-3-340,pre_exp,2,1520.412,1208.111,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,340,AT19-1-3-340,pre_exp,3,1284.553,1117.886,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,340,AT19-1-3-340,pre_exp,4,1552.846,1252.033,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,340,AT19-1-3-340,pre_exp,5,837.398,861.789,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,340,AT19-1-3-340,pre_exp,6,1201.562,1007.409,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,340,AT19-1-3-340,pre_exp,7,1195.936,958.738,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,340,AT19-1-3-340,pre_exp,8,1089.431,930.894,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,340,AT19-1-3-340,pre_exp,9,2829.268,1845.528,Apogonidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,340,AT19-1-3-340,pre_exp,10,2495.935,1040.65,Scorpaenidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,340,AT19-1-3-340,pre_exp,11,2308.943,1422.764,Pomacentridae
Pacific,Gulf of Panama,Saboga,AT19-1-3,340,AT19-1-3-340,pre_exp,12,1731.707,951.22,Pomacentridae
Pacific,Gulf of Panama,Saboga,AT19-1-3,340,AT19-1-3-340,pre_exp,13,1170.732,699.187,Engraulidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,340,AT19-1-3-340,pre_exp,14,2991.87,1707.317,Pomacentridae
Pacific,Gulf of Panama,Saboga,AT19-1-3,340,AT19-1-3-340,pre_exp,15,1308.943,796.748,Pomacentridae
Pacific,Gulf of Panama,Saboga,AT19-1-3,345,AT19-1-3-345,pre_exp,1,1463.415,1252.033,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,345,AT19-1-3-345,pre_exp,2,1490.939,1136.642,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,345,AT19-1-3-345,pre_exp,3,1235.772,1121.951,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,345,AT19-1-3-345,pre_exp,4,378.049,319.106,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,345,AT19-1-3-345,pre_exp,5,1150.407,813.008,Apogonidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,345,AT19-1-3-345,pre_exp,6,1573.171,943.089,sin identificar
Pacific,Gulf of Panama,Saboga,AT19-1-3,345,AT19-1-3-345,pre_exp,7,1227.319,834.987,Labridae
Pacific,Gulf of Panama,Saboga,AT19-1-3,345,AT19-1-3-345,pre_exp,8,NA,NA,sin identificar
Pacific,Gulf of Panama,Saboga,AT19-1-3,345,AT19-1-3-345,pre_exp,9,NA,NA,sin identificar
Pacific,Gulf of Panama,Saboga,AT19-1-3,350,AT19-1-3-350,pre_exp,1,1384.049,1141.111,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,350,AT19-1-3-350,pre_exp,2,1512.195,1162.602,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,350,AT19-1-3-350,pre_exp,3,760.163,804.878,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,350,AT19-1-3-350,pre_exp,4,NA,1951.22,Apogonidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,350,AT19-1-3-350,pre_exp,5,NA,2219.512,Apogonidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,350,AT19-1-3-350,pre_exp,6,NA,1284.553,Apogonidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,350,AT19-1-3-350,pre_exp,7,1821.138,1585.366,Apogonidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,350,AT19-1-3-350,pre_exp,8,NA,666.667,Engraulidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,350,AT19-1-3-350,pre_exp,9,2243.902,1300.813,Pomacentridae
Pacific,Gulf of Panama,Saboga,AT19-1-3,350,AT19-1-3-350,pre_exp,10,1337.398,756.098,Albulidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,355,AT19-1-3-355,pre_exp,1,3130.081,1878.049,Apogonidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,355,AT19-1-3-355,pre_exp,2,1955.551,1352.04,Apogonidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,355,AT19-1-3-355,pre_exp,3,2915.346,1947.371,Apogonidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,355,AT19-1-3-355,pre_exp,4,2699.187,1552.846,sin identificar
Pacific,Gulf of Panama,Saboga,AT19-1-3,355,AT19-1-3-355,pre_exp,5,1117.886,745.257,sin identificar
Pacific,Gulf of Panama,Saboga,AT19-1-3,355,AT19-1-3-355,pre_exp,6,1926.829,1552.846,Sciaenidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,360,AT19-1-3-360,pre_exp,1,715.447,715.447,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,360,AT19-1-3-360,pre_exp,2,NA,NA,sin identificar
Pacific,Gulf of Panama,Saboga,AT19-1-3,365,AT19-1-3-365,pre_exp,1,1349.593,1016.26,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,365,AT19-1-3-365,pre_exp,2,1040.65,890.244,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,365,AT19-1-3-365,pre_exp,3,890.244,788.618,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,370,AT19-1-3-370,pre_exp,1,NA,1004.065,Atherinopsidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,370,AT19-1-3-370,pre_exp,2,1528.455,853.659,sin identificar
Pacific,Gulf of Panama,Saboga,AT19-1-3,370,AT19-1-3-370,pre_exp,3,1138.211,772.358,Gerreidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,370,AT19-1-3-370,pre_exp,4,NA,NA,sin identificar
Pacific,Gulf of Panama,Saboga,AT19-1-3,375,AT19-1-3-375,pre_exp,1,1300.813,1032.52,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,375,AT19-1-3-375,pre_exp,2,1235.772,947.154,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,375,AT19-1-3-375,pre_exp,3,849.593,814.363,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,375,AT19-1-3-375,pre_exp,4,760.163,762.195,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,375,AT19-1-3-375,pre_exp,5,1028.455,646.341,Pomacentridae
Pacific,Gulf of Panama,Saboga,AT19-1-3,375,AT19-1-3-375,pre_exp,6,2617.886,1528.455,Haemulidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,375,AT19-1-3-375,pre_exp,7,NA,NA,sin identificar
Pacific,Gulf of Panama,Saboga,AT19-1-3,380,AT19-1-3-380,pre_exp,1,1105.691,975.61,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,380,AT19-1-3-380,pre_exp,2,1252.033,1009.485,Gobidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,380,AT19-1-3-380,pre_exp,3,3382.114,1861.789,Ophidiidae
Pacific,Gulf of Panama,Saboga,AT19-1-3,380,AT19-1-3-380,pre_exp,4,NA,NA,sin identificar
Pacific,Gulf of Panama,Saboga,AT19-1-3,380,AT19-1-3-380,pre_exp,5,NA,1292.683,Gerreidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,20,BF18-1-11-20,modern,1,1114.778,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,20,BF18-1-11-20,modern,2,1576.921,NA,Haemulidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,20,BF18-1-11-20,modern,3,1774.267,1129.032,Haemulidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,201,BF18-1-11-201,pre_exp,1,3512.534,NA,Apogonidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,201,BF18-1-11-201,pre_exp,2,1658.616,NA,Apogonidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,201,BF18-1-11-201,pre_exp,3,1879.227,NA,Apogonidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,201,BF18-1-11-201,pre_exp,4,1716.198,NA,Bythididae
Pacific,Gulf of Panama,Contadora,BF18-1-11,201,BF18-1-11-201,pre_exp,5,1148.185,NA,Bythididae
Pacific,Gulf of Panama,Contadora,BF18-1-11,201,BF18-1-11-201,pre_exp,6,1609.058,NA,Carangidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,201,BF18-1-11-201,pre_exp,7,2354.894,1524.194,Engraulidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,201,BF18-1-11-201,pre_exp,8,1349.691,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,201,BF18-1-11-201,pre_exp,9,2512.195,NA,Gonidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,201,BF18-1-11-201,pre_exp,10,986.45,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,216,BF18-1-11-216,pre_exp,1,844.262,NA,Apogonidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,216,BF18-1-11-216,pre_exp,2,1091.273,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,216,BF18-1-11-216,pre_exp,3,870.243,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,216,BF18-1-11-216,pre_exp,4,913.521,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,216,BF18-1-11-216,pre_exp,5,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,216,BF18-1-11-216,pre_exp,6,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,216,BF18-1-11-216,pre_exp,7,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,231,BF18-1-11-231,pre_exp,1,584.699,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,231,BF18-1-11-231,pre_exp,2,726.776,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,231,BF18-1-11-231,pre_exp,3,1639.344,NA,Pomacentridae
Pacific,Gulf of Panama,Contadora,BF18-1-11,231,BF18-1-11-231,pre_exp,4,2590.164,NA,Sciaenidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,231,BF18-1-11-231,pre_exp,5,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,231,BF18-1-11-231,pre_exp,6,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,231,BF18-1-11-231,pre_exp,7,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,246,BF18-1-11-246,pre_exp,1,1087.432,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,246,BF18-1-11-246,pre_exp,2,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,261,BF18-1-11-261,pre_exp,1,1029.505,NA,Apogonidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,261,BF18-1-11-261,pre_exp,2,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,261,BF18-1-11-261,pre_exp,3,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,261,BF18-1-11-261,pre_exp,4,1279.03,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,261,BF18-1-11-261,pre_exp,5,926.23,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,261,BF18-1-11-261,pre_exp,6,877.049,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,261,BF18-1-11-261,pre_exp,7,2512.741,1768.355,Haemulidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,276,BF18-1-11-276,pre_exp,1,1257.95,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,276,BF18-1-11-276,pre_exp,2,906.637,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,276,BF18-1-11-276,pre_exp,3,965.214,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,276,BF18-1-11-276,pre_exp,4,2218.68,1363.118,Haemulidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,276,BF18-1-11-276,pre_exp,5,1579.4,NA,Pomacentridae
Pacific,Gulf of Panama,Contadora,BF18-1-11,276,BF18-1-11-276,pre_exp,6,1303.511,NA,Engraulidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,291,BF18-1-11-291,pre_exp,1,1495.604,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,291,BF18-1-11-291,pre_exp,2,759.002,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,291,BF18-1-11-291,pre_exp,3,1352.856,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,291,BF18-1-11-291,pre_exp,4,825.137,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,291,BF18-1-11-291,pre_exp,5,707.65,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,291,BF18-1-11-291,pre_exp,6,747.521,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,291,BF18-1-11-291,pre_exp,7,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,291,BF18-1-11-291,pre_exp,8,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,291,BF18-1-11-291,pre_exp,9,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,291,BF18-1-11-291,pre_exp,10,3057.388,NA,Apogonidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,291,BF18-1-11-291,pre_exp,11,1833.292,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,291,BF18-1-11-291,pre_exp,12,2245.902,NA,Ophidiidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,306,BF18-1-11-306,pre_exp,1,2631.148,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,306,BF18-1-11-306,pre_exp,2,1795.157,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,306,BF18-1-11-306,pre_exp,3,1042.145,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,306,BF18-1-11-306,pre_exp,4,1274.32,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,306,BF18-1-11-306,pre_exp,5,787.914,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,306,BF18-1-11-306,pre_exp,6,1062.842,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,306,BF18-1-11-306,pre_exp,7,846.736,839.272,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,306,BF18-1-11-306,pre_exp,8,869.819,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,306,BF18-1-11-306,pre_exp,9,1792.113,NA,Ophidiidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,306,BF18-1-11-306,pre_exp,10,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,306,BF18-1-11-306,pre_exp,11,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,306,BF18-1-11-306,pre_exp,12,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,306,BF18-1-11-306,pre_exp,13,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,306,BF18-1-11-306,pre_exp,14,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,321,BF18-1-11-321,pre_exp,1,1081.75,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,321,BF18-1-11-321,pre_exp,2,849.063,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,321,BF18-1-11-321,pre_exp,3,869.2,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,321,BF18-1-11-321,pre_exp,4,1033.6,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,321,BF18-1-11-321,pre_exp,5,2752.939,NA,Apogonidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,321,BF18-1-11-321,pre_exp,6,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,321,BF18-1-11-321,pre_exp,7,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,321,BF18-1-11-321,pre_exp,8,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,321,BF18-1-11-321,pre_exp,9,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,321,BF18-1-11-321,pre_exp,10,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,321,BF18-1-11-321,pre_exp,11,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,336,BF18-1-11-336,pre_exp,1,1547.076,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,336,BF18-1-11-336,pre_exp,2,1222.219,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,336,BF18-1-11-336,pre_exp,3,859.064,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,336,BF18-1-11-336,pre_exp,4,1508.397,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,336,BF18-1-11-336,pre_exp,5,1200.113,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,336,BF18-1-11-336,pre_exp,6,1478.162,NA,Scorpaenidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,336,BF18-1-11-336,pre_exp,7,2452.528,1668.342,Haemulidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,336,BF18-1-11-336,pre_exp,8,2207.035,NA,Apogonidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,336,BF18-1-11-336,pre_exp,9,2620.087,1830.432,Apogonidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,336,BF18-1-11-336,pre_exp,10,2181.776,NA,Apogonidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,336,BF18-1-11-336,pre_exp,11,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,336,BF18-1-11-336,pre_exp,12,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,336,BF18-1-11-336,pre_exp,13,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,336,BF18-1-11-336,pre_exp,14,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,351,BF18-1-11-351,pre_exp,1,1205.364,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,351,BF18-1-11-351,pre_exp,2,1284.586,NA,Labridae
Pacific,Gulf of Panama,Contadora,BF18-1-11,351,BF18-1-11-351,pre_exp,3,875.113,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,366,BF18-1-11-366,pre_exp,1,673.928,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,366,BF18-1-11-366,pre_exp,2,903.226,806.492,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,366,BF18-1-11-366,pre_exp,3,1631.209,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,366,BF18-1-11-366,pre_exp,4,1307.3,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,366,BF18-1-11-366,pre_exp,5,1344.478,1175.125,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,366,BF18-1-11-366,pre_exp,6,1118.852,NA,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,366,BF18-1-11-366,pre_exp,7,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,366,BF18-1-11-366,pre_exp,8,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-11,366,BF18-1-11-366,pre_exp,9,1102.459,NA,Apogonidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,366,BF18-1-11-366,pre_exp,10,1241.803,NA,Sciaenidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,366,BF18-1-11-366,pre_exp,11,1762.295,NA,Engraulidae
Pacific,Gulf of Panama,Contadora,BF18-1-11,366,BF18-1-11-366,pre_exp,12,2360.67,NA,Pomacentridae
Pacific,Gulf of Panama,Contadora,BF18-1-11,366,BF18-1-11-366,pre_exp,13,1934.426,NA,Scorpaenidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,15,BF18-1-12-15,modern,1,949.29,677.485,Engraulidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,15,BF18-1-12-15,modern,2,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-12,20,BF18-1-12-20,modern,1,1626.016,983.74,Engraulidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,25,BF18-1-12-25,modern,1,1942.857,1812.245,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,25,BF18-1-12-25,modern,2,1044.898,955.102,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,25,BF18-1-12-25,modern,3,1387.755,759.184,Clupeidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,25,BF18-1-12-25,modern,4,1084.363,907.409,Bregmacerotidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,25,BF18-1-12-25,modern,5,3110.204,1746.939,Pomacentridae
Pacific,Gulf of Panama,Contadora,BF18-1-12,25,BF18-1-12-25,modern,6,3096.633,1814.891,Scorpaenidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,25,BF18-1-12-25,modern,7,1657.143,1163.265,Apogonidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,25,BF18-1-12-25,modern,8,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-12,30,BF18-1-12-30,modern,1,1316.54,861.312,Apogonidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,30,BF18-1-12-30,modern,2,1608.163,816.327,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-12,30,BF18-1-12-30,modern,3,NA,808.163,Engraulidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,30,BF18-1-12-30,modern,4,2767.347,1224.49,Scorpaenidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,30,BF18-1-12-30,modern,5,1379.592,677.551,Scorpaenidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,35,BF18-1-12-35,modern,1,1020.408,730.612,Apogonidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,35,BF18-1-12-35,modern,2,1126.531,689.796,Clupeidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,35,BF18-1-12-35,modern,3,1591.837,922.449,Pomacentridae
Pacific,Gulf of Panama,Contadora,BF18-1-12,35,BF18-1-12-35,modern,4,2808.163,1338.776,Scorpaenidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,35,BF18-1-12-35,modern,5,1289.796,718.367,Bythididae
Pacific,Gulf of Panama,Contadora,BF18-1-12,40,BF18-1-12-40,modern,1,2718.367,1322.449,Pomacentridae
Pacific,Gulf of Panama,Contadora,BF18-1-12,40,BF18-1-12-40,modern,2,1711.173,1029.802,Pomacentridae
Pacific,Gulf of Panama,Contadora,BF18-1-12,40,BF18-1-12-40,modern,3,2293.878,1420.408,Pomacentridae
Pacific,Gulf of Panama,Contadora,BF18-1-12,40,BF18-1-12-40,modern,4,2228.571,1151.02,Pomacentridae
Pacific,Gulf of Panama,Contadora,BF18-1-12,40,BF18-1-12-40,modern,5,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-12,45,BF18-1-12-45,modern,1,2963.265,1379.592,Serranidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,45,BF18-1-12-45,modern,2,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-12,224,BF18-1-12-224,pre_exp,1,848.548,869.321,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,224,BF18-1-12-224,pre_exp,2,848.98,657.143,Gobidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,224,BF18-1-12-224,pre_exp,3,NA,859.763,Engraulidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,224,BF18-1-12-224,pre_exp,4,NA,938.776,Engraulidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,224,BF18-1-12-224,pre_exp,5,1257.143,832.653,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-12,224,BF18-1-12-224,pre_exp,6,NA,1366.195,Haemulidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,224,BF18-1-12-224,pre_exp,7,NA,951.02,Haemulidae
Pacific,Gulf of Panama,Contadora,BF18-1-12,224,BF18-1-12-224,pre_exp,8,1877.551,889.796,Bythididae
Pacific,Gulf of Panama,Contadora,BF18-1-12,224,BF18-1-12-224,pre_exp,9,NA,NA,sin identificar
Pacific,Gulf of Panama,Contadora,BF18-1-12,224,BF18-1-12-224,pre_exp,10,NA,NA,sin identificar
