basin,region,sample,depth,unique,site_name,type,num_yrs_est_bulks,total_oto_count,sed_weight_whole_sample_kg,sed_weight_500_kg,group,group_name,age_ref
Pacific,Gulf of Panama,AT19-1-2,90,AT19-1-2-90,Saboga,core,.,1,0.28538,0.054202,.,.,.
Pacific,Gulf of Panama,AT19-1-2,95,AT19-1-2-95,Saboga,core,.,1,0.30454,0.05158,.,.,.
Pacific,Gulf of Panama,AT19-1-2,100,AT19-1-2-100,Saboga,core,.,4,0.30203,0.056278,.,.,.
Pacific,Gulf of Panama,AT19-1-2,105,AT19-1-2-105,Saboga,core,.,7,0.28818,0.05478,.,.,.
Pacific,Gulf of Panama,AT19-1-2,110,AT19-1-2-110,Saboga,core,.,3,0.23451,0.054436,.,.,.
Pacific,Gulf of Panama,AT19-1-2,115,AT19-1-2-115,Saboga,core,.,9,0.30364,0.067726,.,.,.
Pacific,Gulf of Panama,AT19-1-2,120,AT19-1-2-120,Saboga,core,.,3,0.29226,0.056548,.,.,.
Pacific,Gulf of Panama,AT19-1-2,125,AT19-1-2-125,Saboga,core,.,5,0.28633,0.056331,.,.,.
Pacific,Gulf of Panama,AT19-1-2,130,AT19-1-2-130,Saboga,core,.,9,0.31089,0.071208,.,.,.
Pacific,Gulf of Panama,AT19-1-2,135,AT19-1-2-135,Saboga,core,.,4,0.25162,0.057047,.,.,.
Pacific,Gulf of Panama,AT19-1-2,140,AT19-1-2-140,Saboga,core,.,7,0.30158,0.069621,.,.,.
Pacific,Gulf of Panama,AT19-1-2,145,AT19-1-2-145,Saboga,core,.,4,0.29206,0.073618,.,.,.
Pacific,Gulf of Panama,AT19-1-2,150,AT19-1-2-150,Saboga,core,.,5,0.2968,0.08938,.,.,.
Pacific,Gulf of Panama,AT19-1-2,155,AT19-1-2-155,Saboga,core,.,7,0.29306,0.08113,.,.,.
Pacific,Gulf of Panama,AT19-1-2,160,AT19-1-2-160,Saboga,core,.,6,0.29773,0.067947,.,.,.
Pacific,Gulf of Panama,AT19-1-2,165,AT19-1-2-165,Saboga,core,.,6,0.28146,0.066162,.,.,.
Pacific,Gulf of Panama,AT19-1-2,170,AT19-1-2-170,Saboga,core,.,9,0.30498,0.089234,.,.,.
Pacific,Gulf of Panama,AT19-1-2,175,AT19-1-2-175,Saboga,core,.,5,0.31516,0.070878,.,.,.
Pacific,Gulf of Panama,AT19-1-2,180,AT19-1-2-180,Saboga,core,.,6,0.33095,0.074486,.,.,.
Pacific,Gulf of Panama,AT19-1-2,185,AT19-1-2-185,Saboga,core,.,8,0.28814,0.080362,.,.,.
Pacific,Gulf of Panama,AT19-1-2,190,AT19-1-2-190,Saboga,core,.,8,0.32401,0.085062,.,.,.
Pacific,Gulf of Panama,AT19-1-2,195,AT19-1-2-195,Saboga,core,.,8,0.27902,0.068393,.,.,.
Pacific,Gulf of Panama,AT19-1-2,200,AT19-1-2-200,Saboga,core,.,4,0.27157,0.066019,.,.,.
Pacific,Gulf of Panama,AT19-1-2,205,AT19-1-2-205,Saboga,core,.,6,0.25986,0.066391,.,.,.
Pacific,Gulf of Panama,AT19-1-2,210,AT19-1-2-210,Saboga,core,.,3,0.28746,0.066611,.,.,.
Pacific,Gulf of Panama,AT19-1-2,215,AT19-1-2-215,Saboga,core,.,4,0.2443,0.06901,.,.,.
Pacific,Gulf of Panama,AT19-1-2,220,AT19-1-2-220,Saboga,core,.,4,0.23594,0.069625,.,.,.
Pacific,Gulf of Panama,AT19-1-2,225,AT19-1-2-225,Saboga,core,.,4,0.23299,0.055572,.,.,.
Pacific,Gulf of Panama,AT19-1-2,230,AT19-1-2-230,Saboga,core,.,4,0.23796,0.063536,.,.,.
Pacific,Gulf of Panama,AT19-1-2,235,AT19-1-2-235,Saboga,core,.,7,0.22995,0.087612,.,.,.
Pacific,Gulf of Panama,AT19-1-2,240,AT19-1-2-240,Saboga,core,.,6,0.24335,0.066505,.,.,.
Pacific,Gulf of Panama,AT19-1-2,245,AT19-1-2-245,Saboga,core,.,5,0.24028,0.078147,.,.,.
Pacific,Gulf of Panama,AT19-1-2,250,AT19-1-2-250,Saboga,core,.,6,0.29955,0.078425,.,.,.
Pacific,Gulf of Panama,AT19-1-2,255,AT19-1-2-255,Saboga,core,.,3,0.26471,0.091294,.,.,.
Pacific,Gulf of Panama,AT19-1-2,260,AT19-1-2-260,Saboga,core,.,4,0.25116,0.087993,.,.,.
Pacific,Gulf of Panama,AT19-1-2,265,AT19-1-2-265,Saboga,core,.,4,0.24754,0.072106,.,.,.
Pacific,Gulf of Panama,AT19-1-2,270,AT19-1-2-270,Saboga,core,.,7,0.25437,0.0737,3,AT19-1-2_3,pre_exp
Pacific,Gulf of Panama,AT19-1-2,275,AT19-1-2-275,Saboga,core,.,3,0.25892,0.060009,3,AT19-1-2_3,pre_exp
Pacific,Gulf of Panama,AT19-1-2,280,AT19-1-2-280,Saboga,core,.,1,0.26036,0.082257,3,AT19-1-2_3,pre_exp
Pacific,Gulf of Panama,AT19-1-2,285,AT19-1-2-285,Saboga,core,.,5,0.26176,0.097618,3,AT19-1-2_3,pre_exp
Pacific,Gulf of Panama,AT19-1-2,290,AT19-1-2-290,Saboga,core,.,4,0.29635,0.082089,3,AT19-1-2_3,pre_exp
Pacific,Gulf of Panama,AT19-1-2,295,AT19-1-2-295,Saboga,core,.,4,0.28811,0.082532,3,AT19-1-2_3,pre_exp
Pacific,Gulf of Panama,AT19-1-2,300,AT19-1-2-300,Saboga,core,.,7,0.28476,0.089793,4,AT19-1-2_4,pre_exp
Pacific,Gulf of Panama,AT19-1-2,305,AT19-1-2-305,Saboga,core,.,2,0.26971,0.07801,4,AT19-1-2_4,pre_exp
Pacific,Gulf of Panama,AT19-1-2,310,AT19-1-2-310,Saboga,core,.,4,0.27535,0.068151,4,AT19-1-2_4,pre_exp
Pacific,Gulf of Panama,AT19-1-2,315,AT19-1-2-315,Saboga,core,.,7,0.303,0.101208,4,AT19-1-2_4,pre_exp
Pacific,Gulf of Panama,AT19-1-2,320,AT19-1-2-320,Saboga,core,.,5,0.25687,0.079584,4,AT19-1-2_4,pre_exp
Pacific,Gulf of Panama,AT19-1-2,325,AT19-1-2-325,Saboga,core,.,4,0.24675,0.076195,4,AT19-1-2_4,pre_exp
Pacific,Gulf of Panama,AT19-1-2,330,AT19-1-2-330,Saboga,core,.,6,0.28129,0.091263,5,AT19-1-2_5,pre_exp
Pacific,Gulf of Panama,AT19-1-2,335,AT19-1-2-335,Saboga,core,.,4,0.30943,0.105655,5,AT19-1-2_5,pre_exp
Pacific,Gulf of Panama,AT19-1-2,340,AT19-1-2-340,Saboga,core,.,3,0.21034,0.05254,5,AT19-1-2_5,pre_exp
Pacific,Gulf of Panama,AT19-1-2,345,AT19-1-2-345,Saboga,core,.,3,0.12028,0.042752,5,AT19-1-2_5,pre_exp
Pacific,Gulf of Panama,AT19-1-3,5,AT19-1-3-5,Saboga,core,.,2,0.26475,0.062328,1,AT19-1-1_1,modern
Pacific,Gulf of Panama,AT19-1-3,10,AT19-1-3-10,Saboga,core,.,0,0.30638,0.061822,1,AT19-1-1_1,modern
Pacific,Gulf of Panama,AT19-1-3,15,AT19-1-3-15,Saboga,core,.,.,.,.,1,AT19-1-1_1,modern
Pacific,Gulf of Panama,AT19-1-3,20,AT19-1-3-20,Saboga,core,.,2,0.30006,0.058817,1,AT19-1-1_1,modern
Pacific,Gulf of Panama,AT19-1-3,25,AT19-1-3-25,Saboga,core,.,6,0.27276,0.057164,.,.,.
Pacific,Gulf of Panama,AT19-1-3,30,AT19-1-3-30,Saboga,core,.,5,0.28651,0.054781,.,.,.
Pacific,Gulf of Panama,AT19-1-3,35,AT19-1-3-35,Saboga,core,.,5,0.31711,0.064009,.,.,.
Pacific,Gulf of Panama,AT19-1-3,40,AT19-1-3-40,Saboga,core,.,5,0.29725,0.067756,.,.,.
Pacific,Gulf of Panama,AT19-1-3,45,AT19-1-3-45,Saboga,core,.,6,0.27581,0.037908,.,.,.
Pacific,Gulf of Panama,AT19-1-3,50,AT19-1-3-50,Saboga,core,.,6,0.30253,0.043713,.,.,.
Pacific,Gulf of Panama,AT19-1-3,55,AT19-1-3-55,Saboga,core,.,3,0.2953,0.053674,.,.,.
Pacific,Gulf of Panama,AT19-1-3,60,AT19-1-3-60,Saboga,core,.,9,0.29403,0.056092,.,.,.
Pacific,Gulf of Panama,AT19-1-3,65,AT19-1-3-65,Saboga,core,.,8,0.28114,0.062389,.,.,.
Pacific,Gulf of Panama,AT19-1-3,70,AT19-1-3-70,Saboga,core,.,5,0.31532,0.071462,.,.,.
Pacific,Gulf of Panama,AT19-1-3,75,AT19-1-3-75,Saboga,core,.,5,0.30855,0.073627,.,.,.
Pacific,Gulf of Panama,AT19-1-3,80,AT19-1-3-80,Saboga,core,.,6,0.32986,0.077033,.,.,.
Pacific,Gulf of Panama,AT19-1-3,85,AT19-1-3-85,Saboga,core,.,3,0.27583,0.055737,.,.,.
Pacific,Gulf of Panama,AT19-1-3,90,AT19-1-3-90,Saboga,core,.,7,0.30121,0.052976,.,.,.
Pacific,Gulf of Panama,AT19-1-3,95,AT19-1-3-95,Saboga,core,.,2,0.29962,0.055643,.,.,.
Pacific,Gulf of Panama,AT19-1-3,100,AT19-1-3-100,Saboga,core,.,0,0.31139,0.055397,.,.,.
Pacific,Gulf of Panama,AT19-1-3,105,AT19-1-3-105,Saboga,core,.,4,0.26438,0.048338,.,.,.
Pacific,Gulf of Panama,AT19-1-3,110,AT19-1-3-110,Saboga,core,.,3,0.27426,0.051402,.,.,.
Pacific,Gulf of Panama,AT19-1-3,115,AT19-1-3-115,Saboga,core,.,1,0.2753,0.043228,.,.,.
Pacific,Gulf of Panama,AT19-1-3,120,AT19-1-3-120,Saboga,core,.,5,0.32173,0.042931,.,.,.
Pacific,Gulf of Panama,AT19-1-3,125,AT19-1-3-125,Saboga,core,.,3,0.31235,0.036277,.,.,.
Pacific,Gulf of Panama,AT19-1-3,130,AT19-1-3-130,Saboga,core,.,3,0.2544,0.039688,.,.,.
Pacific,Gulf of Panama,AT19-1-3,135,AT19-1-3-135,Saboga,core,.,3,0.24169,0.040165,.,.,.
Pacific,Gulf of Panama,AT19-1-3,140,AT19-1-3-140,Saboga,core,.,8,0.25578,0.041373,.,.,.
Pacific,Gulf of Panama,AT19-1-3,145,AT19-1-3-145,Saboga,core,.,2,0.24726,0.04111,.,.,.
Pacific,Gulf of Panama,AT19-1-3,150,AT19-1-3-150,Saboga,core,.,1,0.2873,0.046676,.,.,.
Pacific,Gulf of Panama,AT19-1-3,155,AT19-1-3-155,Saboga,core,.,4,0.27396,0.035234,.,.,.
Pacific,Gulf of Panama,AT19-1-3,160,AT19-1-3-160,Saboga,core,.,3,0.24312,0.035292,.,.,.
Pacific,Gulf of Panama,AT19-1-3,165,AT19-1-3-165,Saboga,core,.,4,0.26069,0.033252,.,.,.
Pacific,Gulf of Panama,AT19-1-3,170,AT19-1-3-170,Saboga,core,.,4,0.27285,0.034418,.,.,.
Pacific,Gulf of Panama,AT19-1-3,175,AT19-1-3-175,Saboga,core,.,2,0.28849,0.041644,.,.,.
Pacific,Gulf of Panama,AT19-1-3,180,AT19-1-3-180,Saboga,core,.,2,0.28908,0.040177,.,.,.
Pacific,Gulf of Panama,AT19-1-3,185,AT19-1-3-185,Saboga,core,.,5,0.26568,0.050785,.,.,.
Pacific,Gulf of Panama,AT19-1-3,190,AT19-1-3-190,Saboga,core,.,2,0.26254,0.04536,.,.,.
Pacific,Gulf of Panama,AT19-1-3,195,AT19-1-3-195,Saboga,core,.,5,0.29595,0.050239,.,.,.
Pacific,Gulf of Panama,AT19-1-3,200,AT19-1-3-200,Saboga,core,.,15,0.2921,0.060369,.,.,.
Pacific,Gulf of Panama,AT19-1-3,205,AT19-1-3-205,Saboga,core,.,2,0.27875,0.048102,2,AT19-1-3_2,pre_exp
Pacific,Gulf of Panama,AT19-1-3,210,AT19-1-3-210,Saboga,core,.,7,0.29989,0.046283,2,AT19-1-3_2,pre_exp
Pacific,Gulf of Panama,AT19-1-3,215,AT19-1-3-215,Saboga,core,.,2,0.29278,0.045988,2,AT19-1-3_2,pre_exp
Pacific,Gulf of Panama,AT19-1-3,220,AT19-1-3-220,Saboga,core,.,7,0.31945,0.047674,2,AT19-1-3_2,pre_exp
Pacific,Gulf of Panama,AT19-1-3,225,AT19-1-3-225,Saboga,core,.,5,0.29565,0.041024,2,AT19-1-3_2,pre_exp
Pacific,Gulf of Panama,AT19-1-3,230,AT19-1-3-230,Saboga,core,.,4,0.28036,0.038102,2,AT19-1-3_2,pre_exp
Pacific,Gulf of Panama,AT19-1-3,235,AT19-1-3-235,Saboga,core,.,1,0.28898,0.039828,3,AT19-1-3_3,pre_exp
Pacific,Gulf of Panama,AT19-1-3,240,AT19-1-3-240,Saboga,core,.,3,0.28972,0.041084,3,AT19-1-3_3,pre_exp
Pacific,Gulf of Panama,AT19-1-3,245,AT19-1-3-245,Saboga,core,.,5,0.24547,0.040011,3,AT19-1-3_3,pre_exp
Pacific,Gulf of Panama,AT19-1-3,250,AT19-1-3-250,Saboga,core,.,2,0.24871,0.042736,3,AT19-1-3_3,pre_exp
Pacific,Gulf of Panama,AT19-1-3,255,AT19-1-3-255,Saboga,core,.,2,0.2425,0.038454,3,AT19-1-3_3,pre_exp
Pacific,Gulf of Panama,AT19-1-3,260,AT19-1-3-260,Saboga,core,.,4,0.27868,0.045996,3,AT19-1-3_3,pre_exp
Pacific,Gulf of Panama,AT19-1-3,265,AT19-1-3-265,Saboga,core,.,2,0.23025,0.039296,4,AT19-1-3_4,pre_exp
Pacific,Gulf of Panama,AT19-1-3,270,AT19-1-3-270,Saboga,core,.,3,0.25157,0.040719,4,AT19-1-3_4,pre_exp
Pacific,Gulf of Panama,AT19-1-3,275,AT19-1-3-275,Saboga,core,.,2,0.25224,0.044787,4,AT19-1-3_4,pre_exp
Pacific,Gulf of Panama,AT19-1-3,280,AT19-1-3-280,Saboga,core,.,1,0.24245,0.044772,4,AT19-1-3_4,pre_exp
Pacific,Gulf of Panama,AT19-1-3,285,AT19-1-3-285,Saboga,core,.,7,0.2274,0.045404,4,AT19-1-3_4,pre_exp
Pacific,Gulf of Panama,AT19-1-3,290,AT19-1-3-290,Saboga,core,.,4,0.25278,0.049462,4,AT19-1-3_4,pre_exp
Pacific,Gulf of Panama,AT19-1-3,295,AT19-1-3-295,Saboga,core,.,9,0.26349,0.054593,5,AT19-1-3_5,pre_exp
Pacific,Gulf of Panama,AT19-1-3,300,AT19-1-3-300,Saboga,core,.,6,0.28356,0.055804,5,AT19-1-3_5,pre_exp
Pacific,Gulf of Panama,AT19-1-3,305,AT19-1-3-305,Saboga,core,.,8,0.26212,0.055944,5,AT19-1-3_5,pre_exp
Pacific,Gulf of Panama,AT19-1-3,310,AT19-1-3-310,Saboga,core,.,8,0.25084,0.052557,5,AT19-1-3_5,pre_exp
Pacific,Gulf of Panama,AT19-1-3,315,AT19-1-3-315,Saboga,core,.,6,0.30082,0.060443,5,AT19-1-3_5,pre_exp
Pacific,Gulf of Panama,AT19-1-3,320,AT19-1-3-320,Saboga,core,.,7,0.26091,0.061267,5,AT19-1-3_5,pre_exp
Pacific,Gulf of Panama,AT19-1-3,325,AT19-1-3-325,Saboga,core,.,6,0.31289,0.049144,6,AT19-1-3_6,pre_exp
Pacific,Gulf of Panama,AT19-1-3,330,AT19-1-3-330,Saboga,core,.,5,0.26827,0.05618,6,AT19-1-3_6,pre_exp
Pacific,Gulf of Panama,AT19-1-3,335,AT19-1-3-335,Saboga,core,.,7,0.30761,0.068204,6,AT19-1-3_6,pre_exp
Pacific,Gulf of Panama,AT19-1-3,340,AT19-1-3-340,Saboga,core,.,15,0.30505,0.066394,6,AT19-1-3_6,pre_exp
Pacific,Gulf of Panama,AT19-1-3,345,AT19-1-3-345,Saboga,core,.,9,0.29898,0.083216,6,AT19-1-3_6,pre_exp
Pacific,Gulf of Panama,AT19-1-3,350,AT19-1-3-350,Saboga,core,.,10,0.35712,0.071602,6,AT19-1-3_6,pre_exp
Pacific,Gulf of Panama,AT19-1-3,355,AT19-1-3-355,Saboga,core,.,6,0.32493,0.052363,7,AT19-1-3_7,pre_exp
Pacific,Gulf of Panama,AT19-1-3,360,AT19-1-3-360,Saboga,core,.,2,0.29408,0.051453,7,AT19-1-3_7,pre_exp
Pacific,Gulf of Panama,AT19-1-3,365,AT19-1-3-365,Saboga,core,.,3,0.30506,0.045389,7,AT19-1-3_7,pre_exp
Pacific,Gulf of Panama,AT19-1-3,370,AT19-1-3-370,Saboga,core,.,4,0.27698,0.03025,7,AT19-1-3_7,pre_exp
Pacific,Gulf of Panama,AT19-1-3,375,AT19-1-3-375,Saboga,core,.,7,0.3235,0.048466,7,AT19-1-3_7,pre_exp
Pacific,Gulf of Panama,AT19-1-3,380,AT19-1-3-380,Saboga,core,.,5,0.29584,0.047448,7,AT19-1-3_7,pre_exp
Pacific,Gulf of Panama,AT19-1-3,385,AT19-1-3-385,Saboga,core,.,0,0.27229,0.04911,7,AT19-1-3_7,pre_exp
Pacific,Gulf of Panama,JC22-2-1,5,JC22-2-1-5,Isla Iguana,core,.,0,0.22595,0.00215,1,JC22-2-1_1,modern
Pacific,Gulf of Panama,JC22-2-1,10,JC22-2-1-10,Isla Iguana,core,.,0,0.19027,0.00222,1,JC22-2-1_1,modern
Pacific,Gulf of Panama,JC22-2-1,15,JC22-2-1-15,Isla Iguana,core,.,0,0.18995,0.00344,1,JC22-2-1_1,modern
Pacific,Gulf of Panama,JC22-2-1,20,JC22-2-1-20,Isla Iguana,core,.,0,0.21912,0.00466,1,JC22-2-1_1,modern
Pacific,Gulf of Panama,JC22-2-1,25,JC22-2-1-25,Isla Iguana,core,.,0,0.17045,0.00542,1,JC22-2-1_1,modern
Pacific,Gulf of Panama,JC22-2-1,30,JC22-2-1-30,Isla Iguana,core,.,0,0.26116,0.01312,1,JC22-2-1_1,modern
Pacific,Gulf of Panama,JC22-2-1,35,JC22-2-1-35,Isla Iguana,core,.,1,0.30645,0.0348,1,JC22-2-1_1,modern
Pacific,Gulf of Panama,JC22-2-1,40,JC22-2-1-40,Isla Iguana,core,.,2,0.32091,0.04282,1,JC22-2-1_1,modern
Pacific,Gulf of Panama,JC22-2-1,45,JC22-2-1-45,Isla Iguana,core,.,6,0.27913,0.04118,1,JC22-2-1_1,modern
Pacific,Gulf of Panama,JC22-2-1,50,JC22-2-1-50,Isla Iguana,core,.,11,0.22212,0.04636,1,JC22-2-1_1,modern
Pacific,Gulf of Panama,JC22-2-1,55,JC22-2-1-55,Isla Iguana,core,.,4,0.22625,0.03297,.,.,.
Pacific,Gulf of Panama,JC22-2-1,60,JC22-2-1-60,Isla Iguana,core,.,10,0.33886,0.03989,.,.,.
Pacific,Gulf of Panama,JC22-2-1,65,JC22-2-1-65,Isla Iguana,core,.,7,0.23241,0.02527,.,.,.
Pacific,Gulf of Panama,JC22-2-1,70,JC22-2-1-70,Isla Iguana,core,.,3,0.26792,0.02008,.,.,.
Pacific,Gulf of Panama,JC22-2-1,75,JC22-2-1-75,Isla Iguana,core,.,6,0.28299,0.01701,.,.,.
Pacific,Gulf of Panama,JC22-2-1,80,JC22-2-1-80,Isla Iguana,core,.,8,0.30703,0.02066,.,.,.
Pacific,Gulf of Panama,JC22-2-1,85,JC22-2-1-85,Isla Iguana,core,.,9,0.26052,0.03519,.,.,.
Pacific,Gulf of Panama,JC22-2-1,90,JC22-2-1-90,Isla Iguana,core,.,16,0.31721,0.0399,.,.,.
Pacific,Gulf of Panama,JC22-2-1,95,JC22-2-1-95,Isla Iguana,core,.,18,0.24296,0.03302,.,.,.
Pacific,Gulf of Panama,JC22-2-1,100,JC22-2-1-100,Isla Iguana,core,.,11,0.26608,0.04424,.,.,.
Pacific,Gulf of Panama,JC22-2-1,105,JC22-2-1-105,Isla Iguana,core,.,21,0.25829,0.05008,.,.,.
Pacific,Gulf of Panama,JC22-2-1,110,JC22-2-1-110,Isla Iguana,core,.,21,0.25062,0.05945,.,.,.
Pacific,Gulf of Panama,JC22-2-1,115,JC22-2-1-115,Isla Iguana,core,.,41,0.28852,0.07336,.,.,.
Pacific,Gulf of Panama,JC22-2-1,120,JC22-2-1-120,Isla Iguana,core,.,24,0.30043,0.05857,.,.,.
Pacific,Gulf of Panama,JC22-2-1,125,JC22-2-1-125,Isla Iguana,core,.,29,0.31191,0.07048,.,.,.
Pacific,Gulf of Panama,JC22-2-1,130,JC22-2-1-130,Isla Iguana,core,.,22,0.30659,0.0641,.,.,.
Pacific,Gulf of Panama,JC22-2-1,135,JC22-2-1-135,Isla Iguana,core,.,25,0.31126,0.07175,.,.,.
Pacific,Gulf of Panama,JC22-2-1,140,JC22-2-1-140,Isla Iguana,core,.,32,0.29761,0.0697,.,.,.
Pacific,Gulf of Panama,JC22-2-1,145,JC22-2-1-145,Isla Iguana,core,.,16,0.29198,0.05236,.,.,.
Pacific,Gulf of Panama,JC22-2-1,150,JC22-2-1-150,Isla Iguana,core,.,14,0.28058,0.05467,.,.,.
Pacific,Gulf of Panama,JC22-2-1,155,JC22-2-1-155,Isla Iguana,core,.,17,0.36342,0.08202,.,.,.
Pacific,Gulf of Panama,JC22-2-1,160,JC22-2-1-160,Isla Iguana,core,.,17,0.3382,0.08823,2,JC22-2-1_2,pre_exp
Pacific,Gulf of Panama,JC22-2-1,165,JC22-2-1-165,Isla Iguana,core,.,27,0.32298,0.08187,2,JC22-2-1_2,pre_exp
Pacific,Gulf of Panama,JC22-2-1,170,JC22-2-1-170,Isla Iguana,core,.,21,0.32524,0.04389,3,JC22-2-1_3,pre_exp
Pacific,Gulf of Panama,JC22-2-1,175,JC22-2-1-175,Isla Iguana,core,.,16,0.31188,0.04642,3,JC22-2-1_3,pre_exp
Pacific,Gulf of Panama,JC22-2-1,180,JC22-2-1-180,Isla Iguana,core,.,30,0.3519,0.05003,4,JC22-2-1_4,pre_exp
Pacific,Gulf of Panama,JC22-2-1,185,JC22-2-1-185,Isla Iguana,core,.,11,0.27702,0.0451,4,JC22-2-1_4,pre_exp
Pacific,Gulf of Panama,JC22-2-1,190,JC22-2-1-190,Isla Iguana,core,.,12,0.28817,0.05158,5,JC22-2-1_5,pre_exp
Pacific,Gulf of Panama,JC22-2-1,195,JC22-2-1-195,Isla Iguana,core,.,21,0.28943,0.04379,5,JC22-2-1_5,pre_exp
Pacific,Gulf of Panama,JC22-2-1,200,JC22-2-1-200,Isla Iguana,core,.,39,0.2694,0.03777,6,JC22-2-1_6,pre_exp
Pacific,Gulf of Panama,JC22-2-1,205,JC22-2-1-205,Isla Iguana,core,.,38,0.2875,0.05496,7,JC22-2-1_7,pre_exp
Pacific,Gulf of Panama,JC22-2-1,212,JC22-2-1-212,Isla Iguana,core,.,30,0.38415,0.08168,8,JC22-2-1_8,pre_exp
Pacific,Gulf of Panama,JC22-2-2,5,JC22-2-2-5,Isla Iguana,core,.,0,0.13594,0.00075,1,JC22-2-2_1,modern
Pacific,Gulf of Panama,JC22-2-2,10,JC22-2-2-10,Isla Iguana,core,.,0,0.2071,0.00488,1,JC22-2-2_1,modern
Pacific,Gulf of Panama,JC22-2-2,15,JC22-2-2-15,Isla Iguana,core,.,0,0.20464,0.00552,1,JC22-2-2_1,modern
Pacific,Gulf of Panama,JC22-2-2,20,JC22-2-2-20,Isla Iguana,core,.,0,0.22221,0.00602,1,JC22-2-2_1,modern
Pacific,Gulf of Panama,JC22-2-2,25,JC22-2-2-25,Isla Iguana,core,.,0,0.26671,0.00639,1,JC22-2-2_1,modern
Pacific,Gulf of Panama,JC22-2-2,30,JC22-2-2-30,Isla Iguana,core,.,0,0.33907,0.02605,1,JC22-2-2_1,modern
Pacific,Gulf of Panama,JC22-2-2,35,JC22-2-2-35,Isla Iguana,core,.,1,0.2461,0.02884,1,JC22-2-2_1,modern
Pacific,Gulf of Panama,JC22-2-2,40,JC22-2-2-40,Isla Iguana,core,.,4,0.32089,0.03393,1,JC22-2-2_1,modern
Pacific,Gulf of Panama,JC22-2-2,45,JC22-2-2-45,Isla Iguana,core,.,4,0.28879,0.03568,1,JC22-2-2_1,modern
Pacific,Gulf of Panama,JC22-2-2,50,JC22-2-2-50,Isla Iguana,core,.,4,0.32597,0.03597,1,JC22-2-2_1,modern
Pacific,Gulf of Panama,JC22-2-2,55,JC22-2-2-55,Isla Iguana,core,.,6,0.27058,0.03624,1,JC22-2-2_1,modern
Pacific,Gulf of Panama,JC22-2-2,60,JC22-2-2-60,Isla Iguana,core,.,12,0.29829,0.0496,2,JC22-2-2_2,modern
Pacific,Gulf of Panama,JC22-2-2,65,JC22-2-2-65,Isla Iguana,core,.,7,0.30398,0.02882,2,JC22-2-2_2,modern
Pacific,Gulf of Panama,JC22-2-2,70,JC22-2-2-70,Isla Iguana,core,.,4,0.27765,0.0275,2,JC22-2-2_2,modern
Pacific,Gulf of Panama,JC22-2-2,75,JC22-2-2-75,Isla Iguana,core,.,5,0.25293,0.02547,.,.,.
Pacific,Gulf of Panama,JC22-2-2,80,JC22-2-2-80,Isla Iguana,core,.,.,0.32692,0.03253,.,.,.
Pacific,Gulf of Panama,JC22-2-2,85,JC22-2-2-85,Isla Iguana,core,.,4,0.28548,0.02883,.,.,.
Pacific,Gulf of Panama,JC22-2-2,90,JC22-2-2-90,Isla Iguana,core,.,7,0.3541,0.03273,.,.,.
Pacific,Gulf of Panama,JC22-2-2,95,JC22-2-2-95,Isla Iguana,core,.,21,0.29937,0.03459,.,.,.
Pacific,Gulf of Panama,JC22-2-2,100,JC22-2-2-100,Isla Iguana,core,.,24,0.23873,0.03355,.,.,.
Pacific,Gulf of Panama,JC22-2-2,105,JC22-2-2-105,Isla Iguana,core,.,32,0.36013,0.0736,.,.,.
Pacific,Gulf of Panama,JC22-2-2,110,JC22-2-2-110,Isla Iguana,core,.,38,0.26248,0.08076,.,.,.
Pacific,Gulf of Panama,JC22-2-2,115,JC22-2-2-115,Isla Iguana,core,.,50,0.34489,0.13725,.,.,.
Pacific,Gulf of Panama,JC22-2-2,120,JC22-2-2-120,Isla Iguana,core,.,59,0.29987,0.14553,.,.,.
Pacific,Gulf of Panama,JC22-2-2,125,JC22-2-2-125,Isla Iguana,core,.,33,0.3216,0.08915,.,.,.
Pacific,Gulf of Panama,JC22-2-2,130,JC22-2-2-130,Isla Iguana,core,.,28,0.35243,0.08171,.,.,.
Pacific,Gulf of Panama,JC22-2-2,135,JC22-2-2-135,Isla Iguana,core,.,21,0.35401,0.08753,3,JC22-2-2_3,pre_exp
Pacific,Gulf of Panama,JC22-2-2,142,JC22-2-2-142,Isla Iguana,core,.,26,0.51274,0.11745,3,JC22-2-2_3,pre_exp
Pacific,Gulf of Panama,JC22-2-3,5,JC22-2-3-5,Isla Iguana,core,.,.,0.20426,0.00619,1,JC22-2-1_1,modern
Pacific,Gulf of Panama,JC22-2-3,10,JC22-2-3-10,Isla Iguana,core,.,0,0.18682,0.0069,1,JC22-2-1_1,modern
Pacific,Gulf of Panama,JC22-2-3,15,JC22-2-3-15,Isla Iguana,core,.,0,0.25806,0.00945,1,JC22-2-1_1,modern
Pacific,Gulf of Panama,JC22-2-3,20,JC22-2-3-20,Isla Iguana,core,.,.,0.22085,0.01005,1,JC22-2-1_1,modern
Pacific,Gulf of Panama,JC22-2-3,25,JC22-2-3-25,Isla Iguana,core,.,0,0.29548,0.0235,1,JC22-2-1_1,modern
Pacific,Gulf of Panama,JC22-2-3,30,JC22-2-3-30,Isla Iguana,core,.,2,0.33966,0.05359,1,JC22-2-1_1,modern
Pacific,Gulf of Panama,JC22-2-3,35,JC22-2-3-35,Isla Iguana,core,.,4,0.28756,0.05137,.,.,.
